Name,Link,Year,GRAPHICS PROCESSOR,CORES,TMUS,ROPS,MEMORY SIZE,MEMORY TYPE,BUS WIDTH,GPU Name,GPU Variant,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Production,Bus Interface,Reviews,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Execution Units,RT Cores,L2 Cache,Pixel Rate,Texture Rate,FP16 (half) performance,FP32 (float) performance,FP64 (double) performance,Slot Width,TDP,Outputs,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,Suggested PSU,Power Connectors,GPU Clock,Length,L3 Cache,Availability,Launch Price,PIXEL SHADERS,VERTEX SHADERS,Pixel Shaders,Vertex Shaders,Vertex Rate,Pixel Shader,Vertex Shader
Iris Graphics 540,https://www.techpowerup.com/gpu-specs/iris-graphics-540.c2786,2015,Skylake GT3e,384,48,6,System Shared,System Shared,System Shared,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015","HD Graphics-M
(Skylake)",Active,Ring Bus,1 in our database,300 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,6.000 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,,IGP,15 W,No outputs,12 (12_1),4.6,3.0,1.3,6.4,,,,,,,,,,,,,,
Iris Graphics 550,https://www.techpowerup.com/gpu-specs/iris-graphics-550.c2787,2015,Skylake GT3e,384,48,6,System Shared,System Shared,System Shared,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015","HD Graphics-M
(Skylake)",Active,Ring Bus,1 in our database,300 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,6.000 GPixel/s,48.00 GTexel/s,1.536 TFLOPS (2:1),768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,15 W,No outputs,12 (12_1),4.6,3.0,1.3,6.4,,,,,,,,,,,,,,
Iris Pro Graphics 580,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-580.c2788,2015,Skylake GT4e,576,72,9,System Shared,System Shared,System Shared,Skylake GT4e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015","HD Graphics-M
(Skylake)",Active,Ring Bus,1 in our database,350 MHz,950 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,576,72,9,72,,,8.550 GPixel/s,68.40 GTexel/s,2.189 TFLOPS (2:1),"1,094 GFLOPS",273.6 GFLOPS (1:4),IGP,15 W,No outputs,12 (12_1),4.6,3.0,1.3,6.4,,,,,,,,,,,,,,
Iris Pro Graphics P555,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p555.c3220,2015,Skylake GT3e,384,48,6,System Shared,System Shared,System Shared,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015","HD Graphics-W
(Skylake)",Active,Ring Bus,1 in our database,350 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,6.000 GPixel/s,48.00 GTexel/s,1.536 TFLOPS (2:1),768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,15 W,No outputs,12 (12_1),4.6,3.0,1.3,6.4,,,,,,,,,,,,,,
Iris Pro Graphics P580,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p580.c2794,2015,Skylake GT4e,576,72,9,System Shared,System Shared,System Shared,Skylake GT4e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015","HD Graphics-W
(Skylake)",Active,Ring Bus,1 in our database,350 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,576,72,9,72,,,9.000 GPixel/s,72.00 GTexel/s,2.304 TFLOPS (2:1),"1,152 GFLOPS",288.0 GFLOPS (1:4),IGP,15 W,No outputs,12 (12_1),4.6,3.0,1.3,6.4,,,,,,,,,,,,,,
Iris Pro Graphics P580,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p580.c3606,2015,Skylake GT4e,576,72,9,System Shared,System Shared,System Shared,Skylake GT4e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015","HD Graphics-WM
(Skylake)",Active,Ring Bus,1 in our database,350 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,576,72,9,72,,,9.450 GPixel/s,75.60 GTexel/s,2.419 TFLOPS (2:1),"1,210 GFLOPS",302.4 GFLOPS (1:4),IGP,15 W,No outputs,12 (12_1),4.6,3.0,1.3,6.4,,,,,,,,,,,,,,
HD Graphics 5300,https://www.techpowerup.com/gpu-specs/hd-graphics-5300.c2624,2014,Broadwell GT2,192,24,3,System Shared,System Shared,System Shared,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics-M
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,800 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,24,,,2.400 GPixel/s,19.20 GTexel/s,,307.2 GFLOPS,76.80 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 5500,https://www.techpowerup.com/gpu-specs/hd-graphics-5500.c2625,2014,Broadwell GT2,192,24,3,System Shared,System Shared,System Shared,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics-M
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,850 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,24,,,2.550 GPixel/s,20.40 GTexel/s,,326.4 GFLOPS,81.60 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 5600,https://www.techpowerup.com/gpu-specs/hd-graphics-5600.c3139,2014,Broadwell GT2,192,24,3,System Shared,System Shared,System Shared,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics-M
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,24,,,3.150 GPixel/s,25.20 GTexel/s,,403.2 GFLOPS,100.8 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 6000,https://www.techpowerup.com/gpu-specs/hd-graphics-6000.c2626,2014,Broadwell GT3,384,48,6,System Shared,System Shared,System Shared,Broadwell GT3,,Generation 8.0,Intel,14 nm,unknown,133 mm²,"Sep 5th, 2014","HD Graphics-M
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,950 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,5.700 GPixel/s,45.60 GTexel/s,,729.6 GFLOPS,182.4 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
HD Graphics P5700,https://www.techpowerup.com/gpu-specs/hd-graphics-p5700.c2791,2014,Broadwell GT2,192,24,3,System Shared,System Shared,System Shared,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics-W
(Broadwell)",End-of-life,Ring Bus,1 in our database,700 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,24,,,3.000 GPixel/s,24.00 GTexel/s,,384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
Iris Graphics 6100,https://www.techpowerup.com/gpu-specs/iris-graphics-6100.c2627,2014,Broadwell GT3,384,48,6,System Shared,System Shared,System Shared,Broadwell GT3,,Generation 8.0,Intel,14 nm,unknown,133 mm²,"Sep 5th, 2014","HD Graphics-M
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,6.000 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,None,,,,,,,,,,,,
Iris Pro Graphics 6200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-6200.c2628,2014,Broadwell GT3e,384,48,6,System Shared,System Shared,System Shared,Broadwell GT3e,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics-M
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,1100 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,6.600 GPixel/s,52.80 GTexel/s,,844.8 GFLOPS,211.2 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
Iris Pro Graphics 6200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-6200.c2790,2014,Broadwell GT3e,384,48,6,System Shared,System Shared,System Shared,Broadwell GT3e,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,1100 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,6.600 GPixel/s,52.80 GTexel/s,,844.8 GFLOPS,211.2 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
Iris Pro Graphics P6300,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p6300.c2792,2014,Broadwell GT3e,384,48,6,System Shared,System Shared,System Shared,Broadwell GT3e,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014","HD Graphics-W
(Broadwell)",End-of-life,Ring Bus,1 in our database,300 MHz,800 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,48,,,4.800 GPixel/s,38.40 GTexel/s,,614.4 GFLOPS,153.6 GFLOPS (1:4),IGP,15 W,No outputs,12 (11_1),4.4,3.0,1.0,5.1,,,,,,,,,,,,,,
HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c2467,2013,Haswell GT1,80,10,1,System Shared,System Shared,System Shared,Haswell GT1,,Generation 7.5,Intel,22 nm,unknown,unknown,"Apr 29th, 2013","HD Graphics
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,80,10,1,10,,,1.000 GPixel/s,10.00 GTexel/s,,160.0 GFLOPS,40.00 GFLOPS (1:4),IGP,45 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c2469,2013,Bay Trail GT1,32,4,1,System Shared,System Shared,System Shared,Bay Trail GT1,,Generation 7.0,Intel,22 nm,unknown,unknown,"Sep 2nd, 2013","HD Graphics-T
(Bay Trail)",End-of-life,Ring Bus,1 in our database,311 MHz,646 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,32,4,1,4,,,646.0 MPixel/s,2.584 GTexel/s,,41.34 GFLOPS,10.34 GFLOPS (1:4),IGP,4 W,No outputs,11.1 (11_0),4.0,1.2,1.0,5.0,,,,,,,,,,,,,,
HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c3134,2013,Haswell GT1,80,10,1,System Shared,System Shared,System Shared,Haswell GT1,,Generation 7.5,Intel,22 nm,unknown,unknown,"Apr 29th, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,850 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,80,10,1,10,,,850.0 MPixel/s,8.500 GTexel/s,,136.0 GFLOPS,34.00 GFLOPS (1:4),IGP,45 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 4200,https://www.techpowerup.com/gpu-specs/hd-graphics-4200.c3287,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Sep 2nd, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,850 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,1.700 GPixel/s,17.00 GTexel/s,,272.0 GFLOPS,68.00 GFLOPS (1:4),IGP,4 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 4400,https://www.techpowerup.com/gpu-specs/hd-graphics-4400.c2471,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Sep 3rd, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,950 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,1.900 GPixel/s,19.00 GTexel/s,,304.0 GFLOPS,76.00 GFLOPS (1:4),IGP,20 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 4400,https://www.techpowerup.com/gpu-specs/hd-graphics-4400.c2470,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Sep 3rd, 2013","HD Graphics
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,1150 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,2.300 GPixel/s,23.00 GTexel/s,,368.0 GFLOPS,92.00 GFLOPS (1:4),IGP,20 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 4600,https://www.techpowerup.com/gpu-specs/hd-graphics-4600.c1994,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 3rd, 2013","HD Graphics
(Haswell)",End-of-life,Ring Bus,1 in our database,350 MHz,1100 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,2.200 GPixel/s,22.00 GTexel/s,,352.0 GFLOPS,88.00 GFLOPS (1:4),IGP,45 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 4600,https://www.techpowerup.com/gpu-specs/hd-graphics-4600.c1953,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"May 27th, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,400 MHz,1100 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,2.200 GPixel/s,22.00 GTexel/s,,352.0 GFLOPS,88.00 GFLOPS (1:4),IGP,20 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics 5000,https://www.techpowerup.com/gpu-specs/hd-graphics-5000.c2468,2013,Haswell GT3,320,40,4,System Shared,System Shared,System Shared,Haswell GT3,,Generation 7.5,Intel,22 nm,"1,300 million",181 mm²,"May 27th, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,40,,,4.000 GPixel/s,40.00 GTexel/s,,640.0 GFLOPS,160.0 GFLOPS (1:4),IGP,30 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics P4600,https://www.techpowerup.com/gpu-specs/hd-graphics-p4600.c2369,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 1st, 2013","HD Graphics-W
(Haswell)",End-of-life,Ring Bus,1 in our database,350 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,2.400 GPixel/s,24.00 GTexel/s,,384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,84 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
HD Graphics P4700,https://www.techpowerup.com/gpu-specs/hd-graphics-p4700.c2563,2013,Haswell GT2,160,20,2,System Shared,System Shared,System Shared,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 1st, 2013","HD Graphics-W
(Haswell)",End-of-life,Ring Bus,1 in our database,350 MHz,1300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,20,,,2.600 GPixel/s,26.00 GTexel/s,,416.0 GFLOPS,104.0 GFLOPS (1:4),IGP,86 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
Iris Graphics 5100,https://www.techpowerup.com/gpu-specs/iris-graphics-5100.c2474,2013,Haswell GT3,320,40,4,System Shared,System Shared,System Shared,Haswell GT3,,Generation 7.5,Intel,22 nm,"1,300 million",181 mm²,"May 27th, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,1100 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,40,,,4.400 GPixel/s,44.00 GTexel/s,,704.0 GFLOPS,176.0 GFLOPS (1:4),IGP,30 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
Iris Pro Graphics 5200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-5200.c2472,2013,Haswell GT3e,320,40,4,System Shared,System Shared,System Shared,Haswell GT3e,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 3rd, 2013","HD Graphics
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,1150 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,40,,,4.600 GPixel/s,46.00 GTexel/s,,736.0 GFLOPS,184.0 GFLOPS (1:4),IGP,45 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
Iris Pro Graphics 5200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-5200.c2007,2013,Haswell GT3e,320,40,4,System Shared,System Shared,System Shared,Haswell GT3e,,Generation 7.5,Intel,22 nm,unknown,unknown,"May 27th, 2013","HD Graphics-M
(Haswell)",End-of-life,Ring Bus,1 in our database,200 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,40,,,4.800 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,30 W,No outputs,12 (11_1),4.3,1.2,1.0,5.1,,,,,,,,,,,,,,
Xeon Phi 5120D,https://www.techpowerup.com/gpu-specs/xeon-phi-5120d.c2482,2013,Knights Corner,960,32,N/A,8 GB,GDDR5,512 bit,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Jun 17th, 2013","Knights Corner
(x100)",End-of-life,PCIe 3.0 x16,1 in our database,,,"1250 MHz
5 Gbps effective",8 GB,GDDR5,512 bit,320.0 GB/s,960,32,0,60,,,0 MPixel/s,33.70 GTexel/s,,2.022 TFLOPS,,Dual-slot,245 W,No outputs,N/A,N/A,1.2,N/A,5.0,550 W,,1053 MHz,"248 mm
9.8 inches",,,"2,759 USD",,,,,,,
Xeon Phi 7120P,https://www.techpowerup.com/gpu-specs/xeon-phi-7120p.c1885,2013,Knights Corner,976,32,N/A,16 GB,GDDR5,512 bit,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Jun 17th, 2013","Knights Corner
(x100)",End-of-life,PCIe 3.0 x16,1 in our database,1238 MHz,1333 MHz,"1375 MHz
5.5 Gbps effective",16 GB,GDDR5,512 bit,352.0 GB/s,976,32,0,61,,,0 MPixel/s,42.66 GTexel/s,,2.602 TFLOPS,,Dual-slot,300 W,No outputs,N/A,N/A,1.2,N/A,5.0,700 W,,,"248 mm
9.8 inches",,,"4,129 USD",,,,,,,
Xeon Phi 7120X,https://www.techpowerup.com/gpu-specs/xeon-phi-7120x.c2481,2013,Knights Corner,976,32,N/A,16 GB,GDDR5,512 bit,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Jun 17th, 2013","Knights Corner
(x100)",End-of-life,PCIe 3.0 x16,1 in our database,1238 MHz,1333 MHz,"1375 MHz
5.5 Gbps effective",16 GB,GDDR5,512 bit,352.0 GB/s,976,32,0,61,,,0 MPixel/s,42.66 GTexel/s,,2.602 TFLOPS,,Dual-slot,300 W,No outputs,N/A,N/A,1.2,N/A,5.0,700 W,,,"248 mm
9.8 inches",,,"4,129 USD",,,,,,,
HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c3132,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c1250,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD Graphics 4000,https://www.techpowerup.com/gpu-specs/hd-graphics-4000.c1282,2012,Ivy Bridge GT2,128,16,2,System Shared,System Shared,System Shared,Ivy Bridge GT2,,Generation 7.0,Intel,22 nm,"1,200 million",133 mm²,"May 14th, 2012","HD Graphics
(Ivy Bridge)",End-of-life,Ring Bus,1 in our database,650 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,2,16,,,2.100 GPixel/s,16.80 GTexel/s,,268.8 GFLOPS,67.20 GFLOPS (1:4),IGP,unknown,No outputs,11.1 (11_0),4.0,1.2,1.0,5.0,,,,,,,,,,,,,,
HD Graphics 4000,https://www.techpowerup.com/gpu-specs/hd-graphics-4000.c1266,2012,Ivy Bridge GT2,128,16,2,System Shared,System Shared,System Shared,Ivy Bridge GT2,,Generation 7.0,Intel,22 nm,"1,200 million",133 mm²,"May 14th, 2012","HD Graphics-M
(Ivy Bridge)",End-of-life,Ring Bus,1 in our database,650 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,2,16,,,2.000 GPixel/s,16.00 GTexel/s,,256.0 GFLOPS,64.00 GFLOPS (1:4),IGP,45 W,No outputs,11.1 (11_0),4.0,1.2,1.0,5.0,,,,,,,,,,,,,,
HD Graphics P4000,https://www.techpowerup.com/gpu-specs/hd-graphics-p4000.c2027,2012,Ivy Bridge GT2,128,16,1,System Shared,System Shared,System Shared,Ivy Bridge GT2,,Generation 7.0,Intel,22 nm,"1,200 million",133 mm²,"May 14th, 2012","HD Graphics-W
(Ivy Bridge)",End-of-life,Ring Bus,1 in our database,650 MHz,1250 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,1,16,,,1.250 GPixel/s,20.00 GTexel/s,,320.0 GFLOPS,80.00 GFLOPS (1:4),IGP,45 W,No outputs,11.1 (11_0),4.0,1.2,1.0,5.0,,,,,,,,,,,,,,
Xeon Phi 3120A,https://www.techpowerup.com/gpu-specs/xeon-phi-3120a.c1886,2012,Knights Corner,912,32,N/A,6 GB,GDDR5,384 bit,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Nov 12th, 2012","Knights Corner
(x100)",End-of-life,PCIe 3.0 x16,1 in our database,,,"1250 MHz
5 Gbps effective",6 GB,GDDR5,384 bit,240.0 GB/s,912,32,0,57,,,0 MPixel/s,35.20 GTexel/s,,2.006 TFLOPS,,Dual-slot,300 W,No outputs,N/A,N/A,1.2,N/A,5.0,700 W,,1100 MHz,"248 mm
9.8 inches",,,"1,695 USD",,,,,,,
Xeon Phi 5110P,https://www.techpowerup.com/gpu-specs/xeon-phi-5110p.c2480,2012,Knights Corner,960,32,N/A,8 GB,GDDR5,512 bit,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Nov 12th, 2012","Knights Corner
(x100)",End-of-life,PCIe 3.0 x16,1 in our database,,,"1250 MHz
5 Gbps effective",8 GB,GDDR5,512 bit,320.0 GB/s,960,32,0,60,,,0 MPixel/s,33.70 GTexel/s,,2.022 TFLOPS,,Dual-slot,225 W,No outputs,N/A,N/A,1.2,N/A,5.0,550 W,,1053 MHz,"248 mm
9.8 inches",,,"2,649 USD",,,,,,,
Xeon Phi SE10X,https://www.techpowerup.com/gpu-specs/xeon-phi-se10x.c1891,2012,Knights Corner,976,32,N/A,8 GB,GDDR5,512 bit,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Nov 12th, 2012",Knights Corner,End-of-life,PCIe 3.0 x16,1 in our database,,,"1375 MHz
5.5 Gbps effective",8 GB,GDDR5,512 bit,352.0 GB/s,976,32,0,61,,,0 MPixel/s,35.20 GTexel/s,,2.147 TFLOPS,,Dual-slot,300 W,No outputs,N/A,N/A,1.2,N/A,5.0,700 W,,1100 MHz,"248 mm
9.8 inches",,,,,,,,,,
HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c1246,2011,Sandy Bridge GT1,48,6,1,System Shared,System Shared,System Shared,Sandy Bridge GT1,,Generation 6.0,Intel,32 nm,504 million,131 mm²,"May 1st, 2011","HD Graphics-M
(Sandy Bridge)",End-of-life,Ring Bus,1 in our database,350 MHz,800 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,48,6,1,6,,,800.0 MPixel/s,4.800 GTexel/s,,76.80 GFLOPS,,IGP,unknown,No outputs,11.1 (10_1),3.1,N/A,N/A,4.1,,,,,,,,,,,,,,
HD Graphics 2000,https://www.techpowerup.com/gpu-specs/hd-graphics-2000.c1248,2011,Sandy Bridge GT1,48,6,1,System Shared,System Shared,System Shared,Sandy Bridge GT1,,Generation 6.0,Intel,32 nm,504 million,131 mm²,"Feb 1st, 2011","HD Graphics
(Sandy Bridge)",End-of-life,Ring Bus,1 in our database,650 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,48,6,1,6,,,1.000 GPixel/s,6.000 GTexel/s,,96.00 GFLOPS,,IGP,unknown,No outputs,11.1 (10_1),3.1,N/A,N/A,4.1,,,,,,,,,,,,,,
HD Graphics 3000,https://www.techpowerup.com/gpu-specs/hd-graphics-3000.c3195,2011,Sandy Bridge GT2+,96,12,2,System Shared,System Shared,System Shared,Sandy Bridge GT2+,,Generation 6.0,Intel,32 nm,"1,160 million",216 mm²,"Feb 1st, 2011","HD Graphics-M
(Sandy Bridge)",End-of-life,Ring Bus,1 in our database,650 MHz,1300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,12,,,2.600 GPixel/s,15.60 GTexel/s,,249.6 GFLOPS,,IGP,unknown,No outputs,11.1 (10_1),3.1,N/A,N/A,4.1,,,,,,,,,,,,,,
